"","CD_GEOCMU","NM_MUNICIP","1","2","order","COD_MUN_TSE","UF","pair","two_states"
"34575","2918803","LAJE",-39.3464178630608,-13.1669840793105,3,36773,"BA",4587,FALSE
"44503","2922201","MUNIZ FERREIRA",-39.0896112889202,-12.9985390869832,4,37451,"BA",4587,FALSE
"54227","2922508","NAZARÉ",-38.9827071255307,-12.9538583102461,5,37516,"BA",4587,FALSE
"63459","2928703","SANTO ANTÔNIO DE JESUS",-39.2263846930941,-13.0062488178053,6,38733,"BA",4587,FALSE
"14836","2902500","BAIANÓPOLIS",-44.4402303763644,-12.6571247537425,1,33499,"BA",4588,FALSE
"24589","2906105","CANÁPOLIS",-44.2035599497582,-13.0965921311129,2,34215,"BA",4588,FALSE
"34576","2907400","CATOLÂNDIA",-44.7016460018046,-12.2731330459526,3,34479,"BA",4588,FALSE
"44504","2909703","CRISTÓPOLIS",-44.2588454170907,-12.1939949240066,4,34932,"BA",4588,FALSE
"54228","2928109","SANTA MARIA DA VITÓRIA",-44.3799789673659,-13.2183503414546,5,38636,"BA",4588,FALSE
"63460","2928208","SANTANA",-43.9423827717255,-13.0656568356189,6,38652,"BA",4588,FALSE
"72449","2928901","SÃO DESIDÉRIO",-45.4901886141767,-12.8043933674629,7,38776,"BA",4588,FALSE
"81475","2930303","SERRA DOURADA",-43.7975910333605,-12.8062687743432,8,39055,"BA",4588,FALSE
"9827","2930907","TABOCAS DO BREJO VELHO",-44.155648410803,-12.479855187161,9,39179,"BA",4588,FALSE
"14837","2902609","BAIXA GRANDE",-40.1582426802915,-11.9646787114445,1,33510,"BA",4589,FALSE
"24590","2914000","IPIRÁ",-39.7868910874906,-12.2028106274708,2,35815,"BA",4589,FALSE
"34577","2919603","MACAJUBA",-40.2751817022116,-12.1222578953206,3,36935,"BA",4589,FALSE
"44505","2920106","MAIRI",-40.1708778794823,-11.7348492296909,4,37036,"BA",4589,FALSE
"54229","2922102","MUNDO NOVO",-40.5624951402719,-11.954667229939,5,37435,"BA",4589,FALSE
"63461","2924652","PINTADAS",-39.9012317120993,-11.8788060136317,6,39837,"BA",4589,FALSE
"14838","2902658","BANZAÊ",-38.6543437365442,-10.6164718220127,1,33529,"BA",4590,FALSE
"24591","2907806","CÍCERO DANTAS",-38.4525412086892,-10.5138595955199,2,34550,"BA",4590,FALSE
"34578","2910701","EUCLIDES DA CUNHA",-38.9158095963602,-10.4659623958163,3,35130,"BA",4590,FALSE
"44506","2925907","QUIJINGUE",-39.0696521923166,-10.7755184921718,4,38199,"BA",4590,FALSE
"54230","2926608","RIBEIRA DO POMBAL",-38.4954154191218,-10.7699465682305,5,38334,"BA",4590,FALSE
"63462","2931905","TUCANO",-38.7908838900377,-10.9907638094452,6,39373,"BA",4590,FALSE
"14839","2902708","BARRA",-43.3661694611485,-11.0308625691016,1,33537,"BA",4591,FALSE
"24592","2904753","BURITIRAMA",-43.6676297187765,-10.5881260096784,2,30791,"BA",4591,FALSE
"34579","2913200","IBOTIRAMA",-43.2047638651004,-12.0385511563263,3,35653,"BA",4591,FALSE
"44507","2920452","MANSIDÃO",-44.1083753238078,-11.1280672239775,4,39772,"BA",4591,FALSE
"54231","2921609","MORPARÁ",-43.0402281594576,-11.7508422547418,5,37338,"BA",4591,FALSE
"63463","2922250","MUQUÉM DE SÃO FRANCISCO",-43.4986175320545,-12.211864040693,6,37460,"BA",4591,FALSE
"72450","2924405","PILÃO ARCADO",-43.1164284065696,-10.0076669730239,7,37893,"BA",4591,FALSE
"81476","2933455","WANDERLEY",-43.9067345336418,-11.8089218243049,8,39993,"BA",4591,FALSE
"9828","2933604","XIQUE-XIQUE",-42.7812014254402,-10.9980365727151,9,39713,"BA",4591,FALSE
"14840","2902807","BARRA DA ESTIVA",-41.0980924568356,-13.6504852066669,1,33553,"BA",4592,FALSE
"24593","2908804","CONTENDAS DO SINCORÁ",-41.0936516708351,-13.8383460474277,2,34754,"BA",4592,FALSE
"34580","2912202","IBICOARA",-41.3376529022698,-13.3832965823419,3,35432,"BA",4592,FALSE
"44508","2914307","IRAMAIA",-40.9208221962129,-13.4686388323344,4,35874,"BA",4592,FALSE
"54232","2917201","ITUAÇU",-41.3900069487786,-13.837100976632,5,36455,"BA",4592,FALSE
"63464","2918605","JUSSIAPE",-41.6002871351327,-13.5156407711693,6,36730,"BA",4592,FALSE
"72451","2920403","MANOEL VITORINO",-40.547598194764,-14.0508747636213,7,37095,"BA",4592,FALSE
"14841","2903003","BARRA DO MENDES",-42.1160483287442,-11.970248931805,1,33596,"BA",4593,FALSE
"24594","2903235","BARRO ALTO",-41.8330310250527,-11.8492285810619,2,30759,"BA",4593,FALSE
"34581","2904506","BROTAS DE MACAÚBAS",-42.465160226492,-12.0866887080086,3,33898,"BA",4593,FALSE
"44509","2911303","GENTIO DO OURO",-42.5980862711037,-11.4050929711259,4,35254,"BA",4593,FALSE
"54233","2912400","IBIPEBA",-42.1819635293675,-11.5728044876392,5,35475,"BA",4593,FALSE
"63465","2914109","IPUPIARA",-42.5018423865501,-11.835874182124,6,35831,"BA",4593,FALSE
"72452","2929909","SEABRA",-41.8847552774647,-12.417697889637,7,38970,"BA",4593,FALSE
"81477","2930808","SOUTO SOARES",-41.7896144678098,-12.027619986741,8,39152,"BA",4593,FALSE
"14842","2903102","BARRA DO ROCHA",-39.5879493847535,-14.1024803960357,1,33618,"BA",4594,FALSE
"34582","2912905","IBIRATAIA",-39.6261674890883,-13.9759811536757,2,35599,"BA",4594,FALSE
"44510","2913903","IPIAÚ",-39.7265046820453,-14.0548732277401,3,35793,"BA",4594,FALSE
"63466","2932309","UBATÃ",-39.5218527324858,-14.0964160786637,4,39454,"BA",4594,FALSE
"24595","2911501","GONGOGI",-39.5818999058153,-14.2805892196421,5,35297,"BA",4594,FALSE
"54234","2915205","ITAGIBÁ",-39.8304541530647,-14.2525669298728,6,36056,"BA",4594,FALSE
"54235","2903201","BARREIRAS",-45.5200090830459,-12.0099564901022,1,33634,"BA",4595,TRUE
"14843","1707009","DIANÓPOLIS",-46.8089336797947,-11.7002275261307,2,93416,"TO",4595,TRUE
"24596","1715259","NOVO JARDIM",-46.5503351478576,-11.7712218041835,3,73172,"TO",4595,TRUE
"34583","1717800","PONTE ALTA DO BOM JESUS",-46.5792427333703,-12.0523989717258,4,95516,"TO",4595,TRUE
"44511","2901403","ANGICAL",-44.6477239081682,-11.9966394324494,5,33278,"BA",4595,TRUE
"63467","2907400","CATOLÂNDIA",-44.7016460018046,-12.2731330459526,6,34479,"BA",4595,TRUE
"72453","2919553","LUÍS EDUARDO MAGALHÃES",-45.9897086165037,-12.1936580430461,7,30007,"BA",4595,TRUE
"81478","2926202","RIACHÃO DAS NEVES",-45.2177922257431,-11.6230384353669,8,38253,"BA",4595,TRUE
"9829","2928901","SÃO DESIDÉRIO",-45.4901886141767,-12.8043933674629,9,38776,"BA",4595,TRUE
"24597","2903235","BARRO ALTO",-41.8330310250527,-11.8492285810619,1,30759,"BA",4596,FALSE
"14844","2903003","BARRA DO MENDES",-42.1160483287442,-11.970248931805,2,33596,"BA",4596,FALSE
"34584","2906204","CANARANA",-41.6973735183317,-11.7537766129215,3,34231,"BA",4596,FALSE
"44512","2912400","IBIPEBA",-42.1819635293675,-11.5728044876392,4,35475,"BA",4596,FALSE
"54236","2913101","IBITITÁ",-41.916810623632,-11.5764543683623,5,35637,"BA",4596,FALSE
"63468","2922052","MULUNGU DO MORRO",-41.5169775695462,-11.9883941052446,6,37427,"BA",4596,FALSE
"72454","2930808","SOUTO SOARES",-41.7896144678098,-12.027619986741,7,39152,"BA",4596,FALSE
"24598","2903276","BARROCAS",-39.0968316669458,-11.5360295516557,1,30775,"BA",4597,FALSE
"14845","2902104","ARACI",-39.0756676336524,-11.2138370856954,2,33413,"BA",4597,FALSE
"34585","2908408","CONCEIÇÃO DO COITÉ",-39.257042665689,-11.5195876175171,3,34673,"BA",4597,FALSE
"44513","2930501","SERRINHA",-38.9898264915852,-11.6641634918101,4,39098,"BA",4597,FALSE
"54237","2931509","TEOFILÂNDIA",-38.955687268539,-11.476554507071,5,39292,"BA",4597,FALSE
"34586","2903607","BIRITINGA",-38.7898041372859,-11.5623671577851,1,33715,"BA",4598,FALSE
"14846","2900405","ÁGUA FRIA",-38.7239516266307,-11.8301892453794,2,33073,"BA",4598,FALSE
"24599","2902104","ARACI",-39.0756676336524,-11.2138370856954,3,33413,"BA",4598,FALSE
"44514","2919108","LAMARÃO",-38.9033402243182,-11.776248058239,4,36838,"BA",4598,FALSE
"54238","2922904","NOVA SOURE",-38.5552516015883,-11.3050656026446,5,37591,"BA",4598,FALSE
"63469","2929701","SÁTIRO DIAS",-38.5888262165726,-11.5653274348786,6,38938,"BA",4598,FALSE
"72455","2930501","SERRINHA",-38.9898264915852,-11.6641634918101,7,39098,"BA",4598,FALSE
"81479","2931509","TEOFILÂNDIA",-38.955687268539,-11.476554507071,8,39292,"BA",4598,FALSE
"9830","2931905","TUCANO",-38.7908838900377,-10.9907638094452,9,39373,"BA",4598,FALSE
"14847","2903805","BOA VISTA DO TUPIM",-40.6541087461046,-12.7778685349024,1,33758,"BA",4599,FALSE
"24600","2911907","IAÇU",-40.1123230585261,-12.8134963804811,2,35378,"BA",4599,FALSE
"34587","2912608","IBIQUERA",-40.8599320355473,-12.6182619600372,3,35530,"BA",4599,FALSE
"44515","2914703","ITABERABA",-40.2592163811535,-12.4967375561113,4,35955,"BA",4599,FALSE
"54239","2915007","ITAETÉ",-41.0404181814208,-13.0917572055419,5,36013,"BA",4599,FALSE
"63470","2919009","LAJEDINHO",-40.9719422070158,-12.3845190786845,6,36811,"BA",4599,FALSE
"72456","2920809","MARCIONÍLIO SOUZA",-40.6752976329821,-13.1400471676205,7,37176,"BA",4599,FALSE
"81480","2922854","NOVA REDENÇÃO",-41.0912350619057,-12.8001159629656,8,37583,"BA",4599,FALSE
"9831","2927200","RUY BARBOSA",-40.6332049558725,-12.2466190571921,9,38458,"BA",4599,FALSE
"14848","2903904","BOM JESUS DA LAPA",-43.2933874468184,-13.2771472192227,1,33774,"BA",4600,FALSE
"24601","2919801","MACAÚBAS",-42.6929176732636,-13.108137853832,2,36978,"BA",4600,FALSE
"44516","2922250","MUQUÉM DE SÃO FRANCISCO",-43.4986175320545,-12.211864040693,3,37460,"BA",4600,FALSE
"54240","2923704","PARATINGA",-43.0644451322439,-12.6907185582087,4,37753,"BA",4600,FALSE
"63471","2926400","RIACHO DE SANTANA",-43.0496938043382,-13.633176309142,5,38296,"BA",4600,FALSE
"72457","2928208","SANTANA",-43.9423827717255,-13.0656568356189,6,38652,"BA",4600,FALSE
"81481","2930154","SERRA DO RAMALHO",-43.6761945034535,-13.4842952722668,7,39047,"BA",4600,FALSE
"9832","2930758","SÍTIO DO MATO",-43.4749972473968,-12.8552218527275,8,39144,"BA",4600,FALSE
"34588","2920205","MALHADA",-43.646023330337,-14.2171658220238,9,37052,"BA",4600,FALSE
"14849","2904001","BONINAL",-41.8024975745939,-12.7766725840351,1,33790,"BA",4601,FALSE
"24602","2913002","IBITIARA",-42.2826942223765,-12.5758853164881,2,35610,"BA",4601,FALSE
"34589","2921906","MUCUGÊ",-41.4749084243743,-13.0650987709034,3,37397,"BA",4601,FALSE
"44517","2923035","NOVO HORIZONTE",-42.1286643125999,-12.8408725994317,4,39942,"BA",4601,FALSE
"54241","2923506","PALMEIRAS",-41.5539219263509,-12.5524290114375,5,37710,"BA",4601,FALSE
"63472","2924306","PIATÃ",-41.877448003042,-13.0460401637185,6,37877,"BA",4601,FALSE
"72458","2929909","SEABRA",-41.8847552774647,-12.417697889637,7,38970,"BA",4601,FALSE
"14850","2904050","BONITO",-41.3204137715091,-11.9692780745757,1,33804,"BA",4602,FALSE
"24603","2905305","CAFARNAUM",-41.5060722780306,-11.7429127203581,2,34053,"BA",4602,FALSE
"34590","2914406","IRAQUARA",-41.583095374431,-12.2483405416236,3,35890,"BA",4602,FALSE
"44518","2919306","LENÇÓIS",-41.3372926083164,-12.4249887985446,4,36870,"BA",4602,FALSE
"54242","2921708","MORRO DO CHAPÉU",-41.1670597376023,-11.4648749670476,5,37354,"BA",4602,FALSE
"63473","2922052","MULUNGU DO MORRO",-41.5169775695462,-11.9883941052446,6,37427,"BA",4602,FALSE
"72459","2932804","UTINGA",-41.0689688347574,-12.0521731220204,7,39551,"BA",4602,FALSE
"81482","2933406","WAGNER",-41.1459738601458,-12.2313820437231,8,39675,"BA",4602,FALSE
"14851","2904100","BOQUIRA",-42.7222886975531,-12.7411197020931,1,33812,"BA",4603,FALSE
"24604","2912509","IBIPITANGA",-42.3596933082055,-12.8593465613781,2,35513,"BA",4603,FALSE
"34591","2913002","IBITIARA",-42.2826942223765,-12.5758853164881,3,35610,"BA",4603,FALSE
"44519","2919801","MACAÚBAS",-42.6929176732636,-13.108137853832,4,36978,"BA",4603,FALSE
"54243","2923209","OLIVEIRA DOS BREJINHOS",-42.7348809983607,-12.2833550692205,5,37656,"BA",4603,FALSE
"63474","2923704","PARATINGA",-43.0644451322439,-12.6907185582087,6,37753,"BA",4603,FALSE
"14852","2904209","BOTUPORÃ",-42.5347060582233,-13.3262301483893,1,33839,"BA",4604,FALSE
"24605","2907558","CATURAMA",-42.3194172563559,-13.2334624208806,2,34509,"BA",4604,FALSE
"34592","2919801","MACAÚBAS",-42.6929176732636,-13.108137853832,3,36978,"BA",4604,FALSE
"44520","2923605","PARAMIRIM",-42.2403594282675,-13.5196564206543,4,37737,"BA",4604,FALSE
"54244","2931053","TANQUE NOVO",-42.5375360397596,-13.5560424793492,5,39918,"BA",4604,FALSE
"24606","2904308","BREJÕES",-39.8507834972585,-13.0753739268845,1,33855,"BA",4605,FALSE
"14853","2901007","AMARGOSA",-39.6262958496556,-13.0408836836026,2,33197,"BA",4605,FALSE
"34593","2921302","MILAGRES",-39.7975859534955,-12.8999459670296,3,37273,"BA",4605,FALSE
"44521","2922805","NOVA ITARANA",-40.034579275357,-13.046494910818,4,37575,"BA",4605,FALSE
"54245","2927903","SANTA INÊS",-39.8488061594289,-13.2847063144889,5,38598,"BA",4605,FALSE
"63475","2932101","UBAÍRA",-39.679320115032,-13.275977116065,6,39411,"BA",4605,FALSE
"14854","2904407","BREJOLÂNDIA",-43.8247637831164,-12.4993738039754,1,33871,"BA",4606,FALSE
"24607","2909703","CRISTÓPOLIS",-44.2588454170907,-12.1939949240066,2,34932,"BA",4606,FALSE
"34594","2922250","MUQUÉM DE SÃO FRANCISCO",-43.4986175320545,-12.211864040693,3,37460,"BA",4606,FALSE
"44522","2930303","SERRA DOURADA",-43.7975910333605,-12.8062687743432,4,39055,"BA",4606,FALSE
"54246","2930758","SÍTIO DO MATO",-43.4749972473968,-12.8552218527275,5,39144,"BA",4606,FALSE
"63476","2930907","TABOCAS DO BREJO VELHO",-44.155648410803,-12.479855187161,6,39179,"BA",4606,FALSE
"72460","2933455","WANDERLEY",-43.9067345336418,-11.8089218243049,7,39993,"BA",4606,FALSE
"24608","2904506","BROTAS DE MACAÚBAS",-42.465160226492,-12.0866887080086,1,33898,"BA",4607,FALSE
"14855","2903003","BARRA DO MENDES",-42.1160483287442,-11.970248931805,2,33596,"BA",4607,FALSE
"34595","2911303","GENTIO DO OURO",-42.5980862711037,-11.4050929711259,3,35254,"BA",4607,FALSE
"44523","2913002","IBITIARA",-42.2826942223765,-12.5758853164881,4,35610,"BA",4607,FALSE
"54247","2914109","IPUPIARA",-42.5018423865501,-11.835874182124,5,35831,"BA",4607,FALSE
"63477","2921609","MORPARÁ",-43.0402281594576,-11.7508422547418,6,37338,"BA",4607,FALSE
"72461","2923209","OLIVEIRA DOS BREJINHOS",-42.7348809983607,-12.2833550692205,7,37656,"BA",4607,FALSE
"81483","2929909","SEABRA",-41.8847552774647,-12.417697889637,8,38970,"BA",4607,FALSE
"9833","2933604","XIQUE-XIQUE",-42.7812014254402,-10.9980365727151,9,39713,"BA",4607,FALSE
"44524","2904753","BURITIRAMA",-43.6676297187765,-10.5881260096784,1,30791,"BA",4608,TRUE
"14856","2201101","AVELINO LOPES",-43.9510978358614,-10.1663461591823,2,10219,"PI",4608,TRUE
"24609","2205524","JÚLIO BORGES",-44.1738854890539,-10.4204639080752,3,12203,"PI",4608,TRUE
"34596","2902708","BARRA",-43.3661694611485,-11.0308625691016,4,33537,"BA",4608,TRUE
"54248","2920452","MANSIDÃO",-44.1083753238078,-11.1280672239775,5,39772,"BA",4608,TRUE
"63478","2924405","PILÃO ARCADO",-43.1164284065696,-10.0076669730239,6,37893,"BA",4608,TRUE
"24610","2904852","CABACEIRAS DO PARAGUAÇU",-39.193855729059,-12.5656916671443,1,33960,"BA",4609,FALSE
"14857","2901700","ANTÔNIO CARDOSO",-39.1472081951207,-12.3795265314135,2,33332,"BA",4609,FALSE
"34597","2907301","CASTRO ALVES",-39.3641185245301,-12.7321630707136,3,34452,"BA",4609,FALSE
"44525","2908200","CONCEIÇÃO DA FEIRA",-38.9986829725675,-12.5072743943913,4,34630,"BA",4609,FALSE
"54249","2909802","CRUZ DAS ALMAS",-39.1193860893342,-12.6845342347745,5,34959,"BA",4609,FALSE
"63479","2911600","GOVERNADOR MANGABEIRA",-39.0719704231938,-12.583004105139,6,35319,"BA",4609,FALSE
"72462","2922300","MURITIBA",-39.0845116741423,-12.6215489379506,7,37478,"BA",4609,FALSE
"81484","2925956","RAFAEL JAMBEIRO",-39.5832758586866,-12.4702268210989,8,39853,"BA",4609,FALSE
"9834","2928802","SANTO ESTÊVÃO",-39.2700828803325,-12.4680777640903,9,38750,"BA",4609,FALSE
"10431","2929602","SAPEAÇU",-39.2139655421411,-12.7263665898438,10,38911,"BA",4609,FALSE
"14858","2904902","CACHOEIRA",-38.8841341860394,-12.6417812606249,1,33979,"BA",4610,FALSE
"24611","2908200","CONCEIÇÃO DA FEIRA",-38.9986829725675,-12.5072743943913,2,34630,"BA",4610,FALSE
"34598","2911600","GOVERNADOR MANGABEIRA",-39.0719704231938,-12.583004105139,3,35319,"BA",4610,FALSE
"44526","2920601","MARAGOGIPE",-38.9385475416125,-12.8226588327993,4,37133,"BA",4610,FALSE
"54250","2922300","MURITIBA",-39.0845116741423,-12.6215489379506,5,37478,"BA",4610,FALSE
"63480","2928604","SANTO AMARO",-38.7630703915484,-12.566877844722,6,38717,"BA",4610,FALSE
"72463","2929008","SÃO FÉLIX",-38.9986430061267,-12.6749941371733,7,38792,"BA",4610,FALSE
"81485","2929305","SÃO GONÇALO DOS CAMPOS",-38.9424752079146,-12.4180637708936,8,38857,"BA",4610,FALSE
"9835","2929750","SAUBARA",-38.7703544266959,-12.7762664511472,9,38946,"BA",4610,FALSE
"14859","2905107","CAÉM",-40.2914542277887,-11.1418450098714,1,34010,"BA",4611,FALSE
"24612","2905503","CALDEIRÃO GRANDE",-40.2235839225198,-11.0371219495517,2,34096,"BA",4611,FALSE
"34599","2906873","CAPIM GROSSO",-39.9773021986672,-11.3274521622795,3,30830,"BA",4611,FALSE
"44527","2917508","JACOBINA",-40.5594170212799,-11.1391100926369,4,36510,"BA",4611,FALSE
"54251","2921401","MIRANGABA",-40.7160450921213,-10.7800836536939,5,37290,"BA",4611,FALSE
"63481","2925253","PONTO NOVO",-40.1194728789724,-10.956680011548,6,38067,"BA",4611,FALSE
"72464","2925808","QUEIMADAS",-39.763805292035,-11.0590503794533,7,38172,"BA",4611,FALSE
"81486","2929800","SAÚDE",-40.3901382324227,-10.9112779999835,8,38954,"BA",4611,FALSE
"34600","2905305","CAFARNAUM",-41.5060722780306,-11.7429127203581,1,34053,"BA",4612,FALSE
"14860","2901155","AMÉRICA DOURADA",-41.527303181526,-11.4115090205979,2,30716,"BA",4612,FALSE
"24613","2904050","BONITO",-41.3204137715091,-11.9692780745757,3,33804,"BA",4612,FALSE
"44528","2906204","CANARANA",-41.6973735183317,-11.7537766129215,4,34231,"BA",4612,FALSE
"54252","2921708","MORRO DO CHAPÉU",-41.1670597376023,-11.4648749670476,5,37354,"BA",4612,FALSE
"63482","2922052","MULUNGU DO MORRO",-41.5169775695462,-11.9883941052446,6,37427,"BA",4612,FALSE
"14861","2905404","CAIRU",-38.9808383796769,-13.5070370982326,1,34070,"BA",4613,FALSE
"24614","2922607","NILO PEÇANHA",-39.1738847540446,-13.6600546748891,2,37532,"BA",4613,FALSE
"34601","2931202","TAPEROÁ",-39.2279088491476,-13.5726713939276,3,39233,"BA",4613,FALSE
"44529","2932903","VALENÇA",-39.1938519641297,-13.3474339863377,4,39578,"BA",4613,FALSE
"24615","2905503","CALDEIRÃO GRANDE",-40.2235839225198,-11.0371219495517,1,34096,"BA",4614,FALSE
"14862","2905107","CAÉM",-40.2914542277887,-11.1418450098714,2,34010,"BA",4614,FALSE
"34602","2906873","CAPIM GROSSO",-39.9773021986672,-11.3274521622795,3,30830,"BA",4614,FALSE
"44530","2925253","PONTO NOVO",-40.1194728789724,-10.956680011548,4,38067,"BA",4614,FALSE
"54253","2925808","QUEIMADAS",-39.763805292035,-11.0590503794533,5,38172,"BA",4614,FALSE
"63483","2929800","SAÚDE",-40.3901382324227,-10.9112779999835,6,38954,"BA",4614,FALSE
"14863","2905701","CAMAÇARI",-38.2063220691791,-12.6659078498269,1,34134,"BA",4615,FALSE
"24616","2910057","DIAS D'ÁVILA",-38.2826564947213,-12.601455036795,2,30872,"BA",4615,FALSE
"34603","2919207","LAURO DE FREITAS",-38.3272722669599,-12.8632126418784,3,36854,"BA",4615,FALSE
"44531","2921005","MATA DE SÃO JOÃO",-38.155248093558,-12.4823342007548,4,37214,"BA",4615,FALSE
"54254","2930709","SIMÕES FILHO",-38.4008198455669,-12.7682268859902,5,39136,"BA",4615,FALSE
"14864","2905800","CAMAMU",-39.1641189265739,-14.012501137537,1,34150,"BA",4616,FALSE
"34604","2913457","IGRAPIÚNA",-39.2054668843116,-13.8709437728187,2,35700,"BA",4616,FALSE
"24617","2912707","IBIRAPITANGA",-39.4356961179335,-14.0607042250872,3,35556,"BA",4616,FALSE
"44532","2920700","MARAÚ",-39.1506290169123,-14.1557730893083,4,37150,"BA",4616,FALSE
"63484","2905909","CAMPO ALEGRE DE LOURDES",-43.1749076694206,-9.55141338834628,1,34177,"BA",4617,TRUE
"14865","2200707","ANÍSIO DE ABREU",-43.0419617931394,-9.21410626646712,2,10138,"PI",4617,TRUE
"24618","2202505","CARACOL",-43.3467226671941,-9.08908817392643,3,10499,"PI",4617,TRUE
"34605","2203750","FARTURA DO PIAUÍ",-42.7839580743716,-9.47571480293332,4,10260,"PI",4617,TRUE
"44533","2205532","JUREMA",-43.1656367743377,-9.0144678982657,5,10847,"PI",4617,TRUE
"54255","2211357","VÁRZEA BRANCA",-42.9215926951173,-9.32270397478897,6,10588,"PI",4617,TRUE
"72465","2924405","PILÃO ARCADO",-43.1164284065696,-10.0076669730239,7,37893,"BA",4617,TRUE
"81487","2926004","REMANSO",-42.2542195234541,-9.59843644670645,8,38210,"BA",4617,TRUE
"24619","2906006","CAMPO FORMOSO",-40.7200070550602,-10.2538094337396,1,34193,"BA",4618,FALSE
"14866","2901809","ANTÔNIO GONÇALVES",-40.3650493773145,-10.5978410637381,2,33359,"BA",4618,FALSE
"34606","2917706","JAGUARARI",-40.0748747608822,-10.0327733890149,3,36552,"BA",4618,FALSE
"44534","2918407","JUAZEIRO",-40.2731182589873,-9.5444983858648,4,36692,"BA",4618,FALSE
"54256","2921401","MIRANGABA",-40.7160450921213,-10.7800836536939,5,37290,"BA",4618,FALSE
"63485","2930105","SENHOR DO BONFIM",-40.1123251145372,-10.4771586585693,6,39012,"BA",4618,FALSE
"72466","2930204","SENTO SÉ",-41.6405028598806,-10.1159671972168,7,39039,"BA",4618,FALSE
"81488","2930774","SOBRADINHO",-40.8653354592838,-9.66341243172223,8,39985,"BA",4618,FALSE
"9836","2932457","UMBURANAS",-41.2371323779633,-10.5672193846987,9,39489,"BA",4618,FALSE
"24620","2906105","CANÁPOLIS",-44.2035599497582,-13.0965921311129,1,34215,"BA",4619,FALSE
"14867","2902500","BAIANÓPOLIS",-44.4402303763644,-12.6571247537425,2,33499,"BA",4619,FALSE
"34607","2928109","SANTA MARIA DA VITÓRIA",-44.3799789673659,-13.2183503414546,3,38636,"BA",4619,FALSE
"44535","2928208","SANTANA",-43.9423827717255,-13.0656568356189,4,38652,"BA",4619,FALSE
"44536","2906204","CANARANA",-41.6973735183317,-11.7537766129215,1,34231,"BA",4620,FALSE
"14868","2901155","AMÉRICA DOURADA",-41.527303181526,-11.4115090205979,2,30716,"BA",4620,FALSE
"24621","2903235","BARRO ALTO",-41.8330310250527,-11.8492285810619,3,30759,"BA",4620,FALSE
"34608","2905305","CAFARNAUM",-41.5060722780306,-11.7429127203581,4,34053,"BA",4620,FALSE
"54257","2913101","IBITITÁ",-41.916810623632,-11.5764543683623,5,35637,"BA",4620,FALSE
"63486","2919157","LAPÃO",-41.785383545733,-11.4991422690353,6,39730,"BA",4620,FALSE
"72467","2922052","MULUNGU DO MORRO",-41.5169775695462,-11.9883941052446,7,37427,"BA",4620,FALSE
"14869","2906402","CANDEAL",-39.1912073262725,-11.8717154468286,1,34274,"BA",4621,FALSE
"24622","2910800","FEIRA DE SANTANA",-39.0372671899938,-12.1897811916611,2,35157,"BA",4621,FALSE
"34609","2913309","ICHU",-39.1499304164098,-11.7314944308468,3,35670,"BA",4621,FALSE
"44537","2926301","RIACHÃO DO JACUÍPE",-39.4213293168559,-11.8109888530437,4,38270,"BA",4621,FALSE
"54258","2927507","SANTA BÁRBARA",-38.9793168830873,-11.9394777548704,5,38512,"BA",4621,FALSE
"63487","2930402","SERRA PRETA",-39.3724293701851,-12.1052307891263,6,39071,"BA",4621,FALSE
"72468","2930501","SERRINHA",-38.9898264915852,-11.6641634918101,7,39098,"BA",4621,FALSE
"81489","2931103","TANQUINHO",-39.0882696672442,-11.9508388108944,8,39217,"BA",4621,FALSE
"14870","2906501","CANDEIAS",-38.4812005724088,-12.6783719027,1,34290,"BA",4622,FALSE
"24623","2910057","DIAS D'ÁVILA",-38.2826564947213,-12.601455036795,2,30872,"BA",4622,FALSE
"34610","2927408","SALVADOR",-38.5147637865365,-12.8734203332791,3,38490,"BA",4622,FALSE
"44538","2929206","SÃO FRANCISCO DO CONDE",-38.6320449257943,-12.650808217064,4,38830,"BA",4622,FALSE
"54259","2929503","SÃO SEBASTIÃO DO PASSÉ",-38.4976677381954,-12.5169756532995,5,38890,"BA",4622,FALSE
"63488","2930709","SIMÕES FILHO",-38.4008198455669,-12.7682268859902,6,39136,"BA",4622,FALSE
"24624","2906808","CANSANÇÃO",-39.4742467320007,-10.730965206374,1,34355,"BA",4623,FALSE
"14871","2902104","ARACI",-39.0756676336524,-11.2138370856954,2,33413,"BA",4623,FALSE
"34611","2910701","EUCLIDES DA CUNHA",-38.9158095963602,-10.4659623958163,3,35130,"BA",4623,FALSE
"44539","2917003","ITIÚBA",-39.8426843926602,-10.7307268695123,4,36412,"BA",4623,FALSE
"54260","2921500","MONTE SANTO",-39.4728306200278,-10.3712203437743,5,37311,"BA",4623,FALSE
"63489","2922656","NORDESTINA",-39.4520427231103,-10.8750654093569,6,39799,"BA",4623,FALSE
"72469","2925808","QUEIMADAS",-39.763805292035,-11.0590503794533,7,38172,"BA",4623,FALSE
"81490","2925907","QUIJINGUE",-39.0696521923166,-10.7755184921718,8,38199,"BA",4623,FALSE
"9837","2928000","SANTALUZ",-39.4957729770733,-11.2217950900117,9,38610,"BA",4623,FALSE
"14872","2906824","CANUDOS",-38.993415497228,-10.0653568697868,1,30856,"BA",4624,FALSE
"24625","2907707","CHORROCHÓ",-39.1891102393535,-9.27170711955745,2,34533,"BA",4624,FALSE
